701885.0588	360749.2103
700187.6365	361173.8112
698243.3551	360918.8927
697070.6636	361343.5315
696947.1013	361938.0903
695774.4341	361683.1816
695496.6661	362192.7474
695805.2873	362787.3785
695064.5757	362787.3494
694046.146	361683.1148
694509.1026	361725.6344
694509.1127	361385.7775
692966.0335	361385.7204
692564.8289	362022.7758
692009.3644	360791.3114
691207.0083	360409.1188
688429.4918	360493.863
686546.8626	361343.1573
685837.0529	360960.9485
685096.4262	361810.1687
683337.2623	361640.2597
682072.106	359899.2021
682041.2495	359050.1358
680899.3792	358328.2645
680313.0222	357352.0336
678893.4039	356418.0535
677412.0995	356078.4948
675807.3795	354890.0982
676208.6033	353871.8057
675406.2205	353829.2967
675097.6039	352895.8475
673863.1698	351665.3886
672196.6329	351325.9557
672628.7246	350816.9986
672474.4105	350477.6843
670684.457	349374.7015
670283.1439	349798.8409
669079.5921	348738.5747
669357.3656	348017.5502
669172.1683	347551.1801
668122.9254	347084.6437
667166.2606	345431.1656
667135.3995	344456.1535
666456.465	343905.1047
665808.441	342591.2144
665191.1545	342633.6004
665160.2501	343226.9597
664481.2881	343693.0698
663594.0311	343406.9328
656981.9241	346405.8633
655794.8205	346527.469
658278.1542	345303.6657
655814.2721	346217.3216
658247.2832	344794.8636
656611.662	345261.1779
655840.0823	345049.171
656025.2954	344710.0847
660901.3968	342930.0105
661633.1319	342154.9973
660222.503	341870.5699
658309.1269	342421.3924
655192.1201	342505.9414
653988.5839	342463.6286
653926.8228	342166.8862
650964.1615	344328.3848
647445.9082	345387.958
646427.4742	344667.2934
646828.6731	344243.3827
645656.0098	344158.6475
645131.3471	345430.3013
644051.1095	345557.399
644020.321	345938.9531
644637.4801	346108.5406
644760.8937	346659.8534
644112.7727	348737.5985
645964.4912	348779.9552
647692.6908	347889.5313
648124.7295	348907.3686
643804.0577	351282.3333
642785.5867	351409.6542
640903.1291	350646.0501
641180.8691	351027.8203
640008.0858	351579.2158
639712.0176	351036.1624
638965.9848	350823.5662
638465.1371	351154.9178
638588.585	350518.6071
637724.4075	352130.5935
636798.5909	352809.2876
637060.8781	353838.1852
637477.4937	354421.7382
637446.5896	355397.7872
638465.0328	356373.9885
642353.5557	356289.2189
644699.019	354676.7099
644976.7619	355185.9103
645223.639	354506.8549
645100.2313	353191.4825
645470.5507	352300.5879
646242.147	352258.1606
646766.7765	351791.609
646705.0135	351452.1147
648278.9936	350773.5386
648155.5383	351621.9951
648587.6007	351876.4447
649729.4252	350179.7524
651357.5994	350168.2125
653706.7722	347833.5786
653247.6819	348653.0576
651357.5994	350168.2125
646704.9388	354676.7902
644020.0206	358921.0812
641890.4469	363379.8278
640254.6839	368733.1183
639976.8665	372133.6298
638618.7763	377364.4067
638186.6985	382427.975
635717.5804	387196.3717
635810.2046	388388.7228
634853.4682	390049.9764
634884.2256	390646.392
635408.9403	391157.5923
635347.149	391796.716
634606.4347	391924.4518
633155.973	393117.4929
632692.9846	394054.977
633125.0306	394822.1315
633464.5494	394992.6131
633402.7392	396058.1323
632384.2585	396612.2249
632785.4262	397209.082
